445,3948,3973
2303,96,2305
2279,480,2329
2255,672,2353
2183,1056,2425
2135,1248,2473
2015,1632,2593
1943,1824,2665
1775,2208,2833
1679,2400,2929
1463,2784,3145
1343,2976,3265
1079,3360,3529
935,3552,3673
623,3936,3985
2397,196,2405
2385,392,2417
2365,588,2437
2337,784,2465
2301,980,2501
2257,1176,2545
2145,1568,2657
2077,1764,2725
2001,1960,2801
1917,2156,2885
1825,2352,2977
1725,2548,3077
1501,2940,3301
1377,3136,3425
1245,3332,3557
1105,3528,3697
957,3724,3845
2499,100,2501
2491,300,2509
2451,700,2549
2419,900,2581
2379,1100,2621
2331,1300,2669
2211,1700,2789
2139,1900,2861
2059,2100,2941
1971,2300,3029
1771,2700,3229
1659,2900,3341
1539,3100,3461
1411,3300,3589
1131,3700,3869
2597,204,2605
2585,408,2617
2537,816,2665
2501,1020,2701
2405,1428,2797
2345,1632,2857
2201,2040,3001
2117,2244,3085
1925,2652,3277
1817,2856,3385
1577,3264,3625
2703,104,2705
2695,312,2713
2679,520,2729
2655,728,2753
2623,936,2785
2583,1144,2825
2479,1560,2929
2415,1768,2993
2343,1976,3065
2263,2184,3145
2175,2392,3233
2079,2600,3329
1975,2808,3433
1863,3016,3545
1743,3224,3665
1615,3432,3793
1479,3640,3929
2805,212,2813
2793,424,2825
2773,636,2845
2745,848,2873
2709,1060,2909
2665,1272,2953
2613,1484,3005
2553,1696,3065
2485,1908,3133
2409,2120,3209
2325,2332,3293
2233,2544,3385
2133,2756,3485
2025,2968,3593
1909,3180,3709
1785,3392,3833
1653,3604,3965
2915,108,2917
2891,540,2941
2867,756,2965
2795,1188,3037
2747,1404,3085
2627,1836,3205
2555,2052,3277
2387,2484,3445
2291,2700,3541
2075,3132,3757
1955,3348,3877
3021,220,3029
3009,440,3041
2989,660,3061
2961,880,3089
2881,1320,3169
2829,1540,3221
2769,1760,3281
2701,1980,3349
2449,2640,3601
2349,2860,3701
2241,3080,3809
3135,112,3137
3127,336,3145
3111,560,3161
3055,1008,3217
3015,1232,3257
2967,1456,3305
2911,1680,3361
2847,1904,3425
2775,2128,3497
2607,2576,3665
2511,2800,3761
2407,3024,3865
2295,3248,3977
3245,228,3253
3233,456,3265
3185,912,3313
3149,1140,3349
3053,1596,3445
2993,1824,3505
2849,2280,3649
2765,2508,3733
2573,2964,3925
3363,116,3365
3355,348,3373
3339,580,3389
3315,812,3413
3283,1044,3445
3243,1276,3485
3195,1508,3533
3139,1740,3589
3075,1972,3653
3003,2204,3725
2923,2436,3805
2835,2668,3893
2739,2900,3989
3477,236,3485
3465,472,3497
3445,708,3517
3417,944,3545
3381,1180,3581
3337,1416,3625
3285,1652,3677
3225,1888,3737
3157,2124,3805
3081,2360,3881
2997,2596,3965
3599,120,3601
3551,840,3649
3479,1320,3721
3431,1560,3769
3311,2040,3889
3239,2280,3961
3717,244,3725
3705,488,3737
3685,732,3757
3657,976,3785
3621,1220,3821
3577,1464,3865
3525,1708,3917
3465,1952,3977
3843,124,3845
3835,372,3853
3819,620,3869
3795,868,3893
3763,1116,3925
3723,1364,3965
3965,252,3973
3953,504,3985
